PK,NOMBRE,TIPO,EQUIPAMIENTO,TRANSPORTE,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,CODIGO-POSTAL,BARRIO,DISTRITO
4659237,Instalación Deportiva Municipal Básica Piedrahíta,Instalación Deportiva,1 Pista de baloncesto,"Metro: San Francisco , Pan BenditoBus: 47 , 108 , 118",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3591ab4d19a65110VgnVCM1000000b205a0aRCRD,PIEDRAHITA,CALLE,28025,PUERTA BONITA,CARABANCHEL
4548093,Instalación Deportiva Municipal Básica Pinar de la Elipa,Instalación Deportiva,1 Pista de patinaje,"Metro: La ElipaBus: 15 , 28 , 71 , 110 , 113 , 210",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed2f929930891110VgnVCM1000000b205a0aRCRD,"JOSE LUIS DE ARRESE, S/N",CALLE,28017,VENTAS,CIUDAD LINEAL
4555992,Instalación Deportiva Municipal Básica Pinos de Osuna,Instalación Deportiva,1 Pista de fútbol sala,"Metro: El Capricho. Bus: 77 , 101 , 112 , 114 , 115 , 151.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=53a6eaccb50e1110VgnVCM1000000b205a0aRCRD,"PINOS DE OSUNA, 1",CALLE,28042,ALAMEDA DE OSUNA,BARAJAS
4527937,Instalación Deportiva Municipal Básica Pirineos,Instalación Deportiva,1 Pista de baloncesto,"Metro: Francos RodriguezBus: 44 , 64 , 126 , 127 , 132",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed5e17e9cedf0110VgnVCM1000000b205a0aRCRD,"PIRINEOS, S/N",CALLE,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA
6297431,Instalación Deportiva Municipal Básica Pista Deportiva Palas del Rey,Instalación Deportiva,1 Pista polideportiva,Metro: FuencarralBus: 176,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=44250f3daaa05310VgnVCM1000000b205a0aRCRD,"PALAS DE REY, s/n",CALLE,28050,VALVERDE,FUENCARRAL-EL PARDO
6298263,Instalación Deportiva Municipal Básica Pista Deportiva Parque de Begoña,Instalación Deportiva,1 Pista Fútbol-Sala1 Pista Baloncesto,"Metro: FuencarralBus: 124, 137",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=014067d014f05310VgnVCM1000000b205a0aRCRD,"LLANO CASTELLANO, 1",AVENIDA,28034,VALVERDE,FUENCARRAL-EL PARDO
6309100,Instalación Deportiva Municipal Básica Pista P.A.R. Moralzarzal,Instalación Deportiva,Pista polideportiva. 2 Pistas de bolos y petanca.,"Metro: Antonio Machado. Bus: 42 , 49 , 126 , 128.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2edeba8d9835310VgnVCM2000000c205a0aRCRD,"MORALZARZAL, 88",CALLE,28034,MIRASIERRA,FUENCARRAL-EL PARDO
5935255,Instalación Deportiva Municipal Básica Pista de Patinaje Anfevi,Instalación Deportiva,1 Pista de patinaje1 Pista de hockey patines,"Metro: ArtillerosBus: 20 , 30 , 32 , 71 , 100 , 140.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e0e7c6ee9d9dd210VgnVCM1000000b205a0aRCRD,"HACIENDA DE PAVONES, 127",CALLE,28030,VINATEROS,MORATALAZ
5689074,Instalación Deportiva Municipal Básica Pista de Patinaje Avenida Niza,Instalación Deportiva,1 Pista de patinaje,"Bus: 38 , 48 , 140",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ca06b71fa5a8210VgnVCM2000000c205a0aRCRD,"NIZA, s/n",AVENIDA,28022,ROSAS,SAN BLAS-CANILLEJAS
6297117,Instalación Deportiva Municipal Básica Pista de Petanca Centro de Mayores La Vaguada,Instalación Deportiva,2 Pistas de petanca. 1 Pista de Chito,"Metro: FuencarralBus: 128, 132, 137, 49, 83, N22",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f75fec127a05310VgnVCM1000000b205a0aRCRD,"MONFORTE DE LEMOS, 36",AVENIDA,28029,EL PILAR,FUENCARRAL-EL PARDO
6309581,Instalación Deportiva Municipal Básica Pista de Petanca Parque Fuencarral,Instalación Deportiva,1 Pista de Petanca,"Bus: 137, 66",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a9dedd8af835310VgnVCM1000000b205a0aRCRD,"AFUERAS A VALVERDE, 2",CALLE,28034,VALVERDE,FUENCARRAL-EL PARDO
6297357,Instalación Deportiva Municipal Básica Pista de Petanca de Islas Jarvi,Instalación Deportiva,1 Pista de Petanca,Metro: FuencarralBus: 176,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=10880f3daaa05310VgnVCM1000000b205a0aRCRD,"CASTIELLO DE JACA, 3",CALLE,28050,VALVERDE,FUENCARRAL-EL PARDO
6339339,Instalación Deportiva Municipal Básica Pista de Skate,Instalación Deportiva,Skate,"Bus: 49 , 128",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35ebe7d3412e5310VgnVCM1000000b205a0aRCRD,"CAPITAN BLANCO ARGIBAY, S/N",CALLE,28029,VALDEACEDERAS,TETUAN
6339254,Instalación Deportiva Municipal Básica Pistas de Petanca Dehesa de la Villa,Instalación Deportiva,Pistas de petanca,"Bus: 49 , 128",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0f0ca36eef1e5310VgnVCM1000000b205a0aRCRD,"FRANCOS RODRIGUEZ, 1",CALLE,28039,BELLAS VISTAS,TETUAN
4556570,Instalación Deportiva Municipal Básica Plan Parcial,Instalación Deportiva,1 Pista polideportiva,"Bus: 6 , 60 , 78 , 81 , 116 , 121 , 131",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=322b5574c05e1110VgnVCM1000000b205a0aRCRD,"PLAN PARCIAL, 3",CALLE,28041,ORCASITAS,USERA
12025303,Instalación Deportiva Municipal Básica Playa de Bolnuevo,Instalación Deportiva,Pista de baloncesto cubierto Pista de bolos y petancas (4) Pista de chito Pista de patinaje Pista de polideportiva Zona de calistenia,"Bus: 105 , 112 , 115 , 151.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea0e707bf0c68810VgnVCM1000001d4a900aRCRD,"PLAYA DE BOLNUEVO, 1",CALLE,28042,TIMON,BARAJAS
10915705,Instalación Deportiva Municipal Básica Plaza Arturo Barea,Instalación Deportiva,1 Rocódromo 1 Mesa tenis de mesa,"Bus: 25 , 31 , 33 , 36 , 39 , 41 , 50 , 65 , 138 , C",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6823e641a099610VgnVCM1000001d4a900aRCRD,ARTURO BAREA,PLAZA,28005,PALACIO,CENTRO
4542220,Instalación Deportiva Municipal Básica Plaza Colonia Oroquieta,Instalación Deportiva,1 Pista de baloncesto 1 Pista de patinaje,"Metro: Villaverde Bajo CruceBus: 22 , 59 , 79 , 85 , 123 , 130",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1e400f058a61110VgnVCM1000000b205a0aRCRD,"ANDALUCIA, S/N",CARRETERA,28041,LOS ROSALES,VILLAVERDE
6299567,Instalación Deportiva Municipal Básica Plaza Fonsagrada,Instalación Deportiva,1 Pista polideportiva,"Metro: FuencarralBus: 128, 132, 137, 49, 83",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=926caad6ac415310VgnVCM2000000c205a0aRCRD,"FONSAGRADA, 6",PLAZA,28029,EL PILAR,FUENCARRAL-EL PARDO
4557585,Instalación Deportiva Municipal Básica Plaza Munguía,Instalación Deportiva,1 Tenis de mesa,"Bus: 6 , 60 , 78 , 81 , 116 , 121 , 131",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=532d2cf657ae1110VgnVCM1000000b205a0aRCRD,"MUNGUIA, 1",PLAZA,28041,ORCASITAS,USERA
4555963,Instalación Deportiva Municipal Básica Plaza Vallandes,Instalación Deportiva,Pista de baloncesto Pista de bolos y petanca,"Metro: Usera. Bus: 23 , 55 , 60",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=73415c51350e1110VgnVCM1000000b205a0aRCRD,"CALESAS, 4",CALLE,28026,MOSCARDO,USERA
6299604,Instalación Deportiva Municipal Básica Plaza de Arteijo,Instalación Deportiva,2 Pistas de baloncesto,"Metro: FuencarralBus: 128, 132, 137, 49, 83",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9e81ce88d415310VgnVCM2000000c205a0aRCRD,"ARTEIJO, 10",PLAZA,28029,EL PILAR,FUENCARRAL-EL PARDO
4548967,Instalación Deportiva Municipal Básica Plaza de Bami - Benidorm,Instalación Deportiva,1 Pista de baloncesto,"Metro: El CarmenBus: 38 , 106 , 110 , 146 , 210",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=51f5dedbe1d91110VgnVCM1000000b205a0aRCRD,JOSE VILLENA,CALLE,28017,VENTAS,CIUDAD LINEAL
10915713,Instalación Deportiva Municipal Básica Plaza de María Soledad Torres Acosta,Instalación Deportiva,1 Pista de street workout y parkour,"Bus: 25 , 31 , 33 , 36 , 39 , 41 , 50 , 65 , 138 , C",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b973e641a099610VgnVCM1000001d4a900aRCRD,MARÍA SOLEDAD TORRES ACOSTA,PLAZA,28005,PALACIO,CENTRO
4557484,Instalación Deportiva Municipal Básica Plaza de Sestao,Instalación Deportiva,1 Pista de patinaje,"Bus: 6 , 60 , 78 , 81 , 116 , 131",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d4dcfc5e5ae1110VgnVCM1000000b205a0aRCRD,"SESTAO, 1",PLAZA,28041,ORCASITAS,USERA
4549875,Instalación Deportiva Municipal Básica Plaza de la Orotava,Instalación Deportiva,1 Pista de baloncesto. 1 Pista de fútbol sala,"Metro: García NoblejasBus: 4 , 28 , 38 , 48 , 70 , 105",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7c825e8f052a1110VgnVCM1000000b205a0aRCRD,"LA OROTAVA, 1",PLAZA,28017,PUEBLO NUEVO,CIUDAD LINEAL
10915708,Instalación Deportiva Municipal Básica Plaza del Campillo de Mundo Nuevo,Instalación Deportiva,1 Pista de patinaje 1 Pista de street workout,"Bus: 25 , 31 , 33 , 36 , 39 , 41 , 50 , 65 , 138 , C",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e643e641a099610VgnVCM1000001d4a900aRCRD,CAMPILLO DEL MUNDO NUEVO,PLAZA,28005,PALACIO,CENTRO
5688632,Instalación Deportiva Municipal Básica Pobladura del Valle,Instalación Deportiva,1 Pista polideportiva,"Metro: Simancas, San Blas.Bus: 4, 38, 48.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd2cb2bdf65a8210VgnVCM2000000c205a0aRCRD,"POBLADURA DEL VALLE, s/n",CALLE,28037,ARCOS,SAN BLAS-CANILLEJAS
4531342,Instalación Deportiva Municipal Básica Poeta Esteban Villegas,Instalación Deportiva,1 pista de patinaje y hockey sobre patines. 1 pista polideportiva de baloncesto (sin medidas reglamentarias) y voleibol. 1 zona de calistenia. 1 zona de juegos infantiles.,"Metro: Atocha Renfe, Menéndez PelayoBus: 10 , 14 , 19 , 24 , 26, 32 , 37 , 54 , 57 , 63 , 141, 152 , CRenfe: Atocha",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b431d9ba71d01110VgnVCM1000000b205a0aRCRD,"POETA ESTEBAN DE VILLEGAS, 4",CALLE,28014,LOS JERONIMOS,RETIRO
4546653,Instalación Deportiva Municipal Básica Polígono 20 - Padre Claret,Instalación Deportiva,3 Pistas de fútbol sala.,"Metro: Alfonso XIIIBus: 9 , 40 , 43 , 72 , 73",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f04524a6bcd81110VgnVCM1000000b205a0aRCRD,"PADRE CLARET, 18",CALLE,28002,PROSPERIDAD,CHAMARTIN
4557627,Instalación Deportiva Municipal Básica Polígono de las Rosas,Instalación Deportiva,2 Pistas de baloncesto2 Pistas de fútbol sala,"Bus: 38 , 140",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce2dad35d7ae1110VgnVCM1000000b205a0aRCRD,"HELSINKI, 8",CALLE,28022,ROSAS,SAN BLAS-CANILLEJAS
4550112,Instalación Deportiva Municipal Básica Polígono de África,Instalación Deportiva,1 Campo de fútbol 7,"Bus: 4 , 38 , 48 , 70 , 106 , 109.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ff421e23082a1110VgnVCM1000000b205a0aRCRD,"VILLAESCUSA, 56",CALLE,28017,PUEBLO NUEVO,CIUDAD LINEAL
6218289,Instalación Deportiva Municipal Básica Pradillo,Instalación Deportiva,Pista de Fútbol 7 (césped artificial),"Metro: Concha Espina , Alfonso XIIIBus: 9 , 16 , 29 , 40 , 43 , 52 , 72 , 73 , 120",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=76e69a58c3763310VgnVCM1000000b205a0aRCRD,"PRADILLO, 23",CALLE,28002,CIUDAD JARDIN,CHAMARTIN
4554394,Instalación Deportiva Municipal Básica Pueblo Nuevo II,Instalación Deportiva,1 Pista de fútbol sala2 Pista de baloncesto,"Metro: AscaoBus: 4 , 28 , 38 , 48 , 70 , 105 , 109",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bca91c7eebad1110VgnVCM1000000b205a0aRCRD,ASCAO,CALLE,28017,PUEBLO NUEVO,CIUDAD LINEAL
4549863,Instalación Deportiva Municipal Básica Puente Ventas,Instalación Deportiva,1 Pista polideportiva,"Metro: El Carmen , VentasBus: 12 , 21 , 38 , 48 , 53 , 74 , 106 , 110 , 146 , 210.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a25a658e32a1110VgnVCM1000000b205a0aRCRD,"VIRGEN DE LA PAZ, 7 y 9",CALLE,28027,CONCEPCION,CIUDAD LINEAL
4584733,Instalación Deportiva Municipal Básica Puerto Balbarán,Instalación Deportiva,1 Pista de baloncesto 1 Circuito de BMX Pump Track 1 Pista de skate 1 Pista de voleibol,"Bus: 57 , 136 , 144Renfe: El Pozo",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d118833dc03c2110VgnVCM1000000b205a0aRCRD,"PUERTO DE BALBARAN, 4",CALLE,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS
4584467,Instalación Deportiva Municipal Básica Puerto Corlite,Instalación Deportiva,1 Campo de mini pitch,"Metro: Buenos AiresBus: 10 , 136 , 310",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b47a7e060c2c2110VgnVCM1000000b205a0aRCRD,"PUERTO DE CORLITE, 7",CALLE,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS
4582782,Instalación Deportiva Municipal Básica Puerto Monasterio (cubierta de P.A.R.),Instalación Deportiva,2 Pista de baloncesto,"Metro: Nueva NumanciaBus: 10 , 24 , 54 , 57 , 58 , 111 , 136 , 310",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c73894617fcb2110VgnVCM1000000b205a0aRCRD,"PUERTO DEL MONASTERIO, 17",CALLE,28053,SAN DIEGO,PUENTE DE VALLECAS
4547250,Instalación Deportiva Municipal Básica Puerto Rico,Instalación Deportiva,2 Pistas de baloncesto,"Metro: ColombiaBus: 7 , 11 , 16 , 29 , 40 , 51 , 52 , 87 , 150.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1dfddf1554291110VgnVCM1000000b205a0aRCRD,"PUERTO RICO, 54",CALLE,28016,NUEVA ESPAÑA,CHAMARTIN
4556411,Instalación Deportiva Municipal Básica Puerto Rico - C.D. Alzola,Instalación Deportiva,1 Campo de fútbol 11 de césped artificial,"Bus: 6 , 60 , 131.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=25494bb2984e1110VgnVCM1000000b205a0aRCRD,"GAINZA, 20",CALLE,28041,ORCASITAS,USERA
4584508,Instalación Deportiva Municipal Básica Puerto Velate,Instalación Deportiva,1 Pista de fútbol sala,"Bus: 10 , 136 , 144 , 310",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e640e4d52d2c2110VgnVCM1000000b205a0aRCRD,"PUERTO DE VELATE, 9",CALLE,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS
4543988,Instalación Deportiva Municipal Básica Puerto de Béjar,Instalación Deportiva,1 Pista de Fútbol-Sala,"Bus: 62 , 88 , 148",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80438004f7471110VgnVCM1000000b205a0aRCRD,"PUERTO DE BEJAR, 7",CALLE,28045,LEGAZPI,ARGANZUELA
4584683,Instalación Deportiva Municipal Básica Puerto de Costabona,Instalación Deportiva,1 Pista de fútbol sala 1 Pista de tenis de mesa,"Bus: 57 , 136 , 144 , 310",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=427f3d7dcf2c2110VgnVCM1000000b205a0aRCRD,"PUERTO DE COSTABONA, 7",CALLE,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS
7267217,Instalación Deportiva Municipal Básica Pádel - Madrid Las Tablas,Instalación Deportiva,"4 pistas de tenis (2 de ellas de césped artificial). 12 pistas de pádel (cristal, 10 de ellas cubiertas).","Metro: Las Tablas Bus: 172, 176",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0c33d25f63fb3410VgnVCM1000000b205a0aRCRD,"CAMINO DE SANTIAGO, 25",AVENIDA,28050,VALVERDE,FUENCARRAL-EL PARDO
4544060,Instalación Deportiva Municipal Básica Ramírez de Prado,Instalación Deportiva,1 Pista de Baloncesto1 Pista de Patinaje,"Metro: DeliciasBus: 8 , 19 , 45 , 47 , 59 , 85 , 86 , 102 , 152.Renfe: Delicias",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3bfed95d4a471110VgnVCM1000000b205a0aRCRD,"RAMIREZ DE PRADO, 2",CALLE,28045,DELICIAS,ARGANZUELA
4584500,Instalación Deportiva Municipal Básica Ramón Pérez de Ayala,Instalación Deportiva,1 Pista de baloncesto 1 Campo de mini pitch 1 Pista de fútbol sala 2 Pistas de tenis de mesa,"Bus: 63 , 141 , 143 , 145",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=38cf958fac2c2110VgnVCM1000000b205a0aRCRD,"RAMON PEREZ DE AYALA, 80",CALLE,28038,NUMANCIA,PUENTE DE VALLECAS
4556628,Instalación Deportiva Municipal Básica Rancho del Cordobés,Instalación Deportiva,2 Pistas de baloncesto 1 Circuito de vida 1 Pista polideportiva 1 Zona de calistenia,"Metro: Hospital Doce de Octubre.Bus: 18 , 22 , 23 , 59 , 76 , 78 , 79 , 81 , 85 , 86 , 116 , 121 , 123.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=909a2414d35e1110VgnVCM1000000b205a0aRCRD,"PINSAPO, 3",CALLE,28041,ORCASUR,USERA
5870423,Instalación Deportiva Municipal Básica Recinto Ferial San Antonio de la Florida,Instalación Deportiva,1 Campo de fútbol Sala1 Pista de baloncesto,"Metro: Príncipe Pío.Bus: 25 , 33 , 39 , 41 , 46 , 62 , 75 , 138 , C.Renfe: Príncipe Pío.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b096bcc750f5c210VgnVCM1000000b205a0aRCRD,"SAN ANTONIO DE LA FLORIDA, S/N",GLORIETA,28008,CASA DE CAMPO,MONCLOA-ARAVACA
4544084,Instalación Deportiva Municipal Básica Ricardo Damas,Instalación Deportiva,1 Pista Fútbol Sala,"Metro: LegazpiBus: 62 , 88 , 148",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f0cc37a2b471110VgnVCM1000000b205a0aRCRD,"RICARDO DAMAS, 4",CALLE,28045,LEGAZPI,ARGANZUELA
4629951,Instalación Deportiva Municipal Básica Rodríguez Sahagún (Campo de Fútbol),Instalación Deportiva,1 Campo de fútbol 11 de césped artificial,"Bus: 49 , 128",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fc3fdfd39c794110VgnVCM1000000b205a0aRCRD,"DIRECCION, 302",PASEO,28029,VALDEACEDERAS,TETUAN
4629936,Instalación Deportiva Municipal Básica Rodríguez Sahagún I (Capitán Blanco Argibay),Instalación Deportiva,2 Pistas de baloncesto 2 Pistas de fútbol sala  1 Pista polideportiva 1 Pista de voleibol,"Bus: 49 , 128",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c51553332b794110VgnVCM1000000b205a0aRCRD,"CAPITAN BLANCO ARGIBAY, 173",CALLE,28029,VALDEACEDERAS,TETUAN
4549250,Instalación Deportiva Municipal Básica Rodríguez Sahagún II (Los Pinos),Instalación Deportiva,2 Pistas de baloncesto 2 Pistas de bolos y petanca 1 Pista de patinaje 1 Pista polideportiva 1 Pista polideportiva cubierta 3 Pistas de tenis de mesa,"Bus: 49 , 42",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb9f22cad8d91110VgnVCM2000000c205a0aRCRD,"SINESIO DELGADO, 30",CALLE,28029,ALMENARA,TETUAN
4584706,Instalación Deportiva Municipal Básica Ronda Sur,Instalación Deportiva,1 Campo de fútbol 11 con césped artificial,"Bus: 24 , 102Renfe: El Pozo",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20d73d7dcf2c2110VgnVCM1000000b205a0aRCRD,"SUR, 231",RONDA,28053,ENTREVIAS,PUENTE DE VALLECAS
4547299,Instalación Deportiva Municipal Básica Rosa Jardón,Instalación Deportiva,1 Pista de fútbol sala,"Bus: 29 , 52 , 70 , 107.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1c916af33b291110VgnVCM1000000b205a0aRCRD,"ROSA JARDON, 11",CALLE,28016,NUEVA ESPAÑA,CHAMARTIN
4583429,Instalación Deportiva Municipal Básica San Anselmo,Instalación Deportiva,1 Pista de baloncesto,"Bus: 10 , 136 , 310",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c891b50d1ddb2110VgnVCM1000000b205a0aRCRD,"SAN ANSELMO, 8",CALLE,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS
5695702,Instalación Deportiva Municipal Básica San Aureliano,Instalación Deportiva,1 Pista de baloncesto,"Bus: 22 , 79.Metro: Villaverde Alto.Renfe: Villaverde Alto.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=29c23deb08ab8210VgnVCM2000000c205a0aRCRD,"SAN AURELIANO, s/n",CALLE,28021,SAN ANDRES,VILLAVERDE
4566165,Instalación Deportiva Municipal Básica San Benigno,Instalación Deportiva,1 Pista polideportiva,"Bus: 119 , 138",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d2c3f2a574d22110VgnVCM1000000b205a0aRCRD,"SAN BENIGNO, 3",CALLE,28011,PUERTA DEL ANGEL,LATINA
5694370,Instalación Deportiva Municipal Básica San Cristóbal de Los Ángeles II,Instalación Deportiva,1 Pista de patinaje,"Metro: San CristóbalBus: 59, 79",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=60b46055755b8210VgnVCM2000000c205a0aRCRD,"GODELLA, 48",CALLE,28021,SAN CRISTOBAL,VILLAVERDE
5694411,Instalación Deportiva Municipal Básica San Cristóbal de Los Ángeles III,Instalación Deportiva,4 Pistas de frontón,"Metro: San CristóbalBus: 59, 79",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6ba6a896b55b8210VgnVCM2000000c205a0aRCRD,"MONCADA, 123",CALLE,28021,SAN CRISTOBAL,VILLAVERDE
