PK,NOMBRE,EQUIPAMIENTO,TRANSPORTE,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,NUM,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,TIPO
4581472,Instalación Deportiva Municipal Básica Colonia Sierra del Valle,1 Pista de patinaje,"Metro: PortazgoBus: 10 , 54 , 57 , 58 , 103 , 310",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1370aec7b7b2110VgnVCM1000000b205a0aRCRD,PAYASO FOFO,CALLE,9,28018,3,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4583089,Instalación Deportiva Municipal Básica Colonia los Taxistas,2 Pistas de baloncesto 2 Pistas de fútbol sala 1 Rocódromo 1 Pista de tenis de mesa,Bus: 141,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=21dbde6b48db2110VgnVCM1000000b205a0aRCRD,SIERRA DE CUERDA LARGA,CALLE,41,28038,6,NUMANCIA,13,PUENTE DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4579784,Instalación Deportiva Municipal Básica Concejal Gabriel Fernández (Parque Cuña Verde),1 Campo de fútbol 2 Campos de fútbol 7 (césped artificial) 2 Pistas de polideportivas (baloncesto y ecuavoley) Tenis de mesa,"Metro: LagunaBus: 25 , 31 , 55 , 119 , 138.Renfe: Laguna",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=df6fb1d084ea2110VgnVCM2000000c205a0aRCRD,CUART DE POBLET,CALLE,6,28047,3,LUCERO,10,LATINA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4548726,Instalación Deportiva Municipal Básica Conde Duque,1 Pista de fútbol sala 1 Pista de bolos y petanca 1 Pista de chito,"Metro: San Bernardo , Noviciado , Ventura Rodríguez.Bus: 1 , 2 , 21 , 44 , 47 , 74 , 133 , 202 , C.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42fed03df9c91110VgnVCM2000000c205a0aRCRD,SANTA CRUZ DE MARCENADO,CALLE,21,28015,5,UNIVERSIDAD,1,CENTRO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4548924,Instalación Deportiva Municipal Básica Condesa de Venadito,1 Pista de fútbol sala 1 Pista de baloncesto 1 Pista BMX Flatland 1 Pista Skate,"Bus: 11 , 21 , 53 , 70 , 114 , 115 , 122 , 200.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=000ebea9e0d91110VgnVCM1000000b205a0aRCRD,CONDESA DE VENADITO,CALLE,7,28027,5,SAN PASCUAL,15,CIUDAD LINEAL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
6345083,Instalación Deportiva Municipal Básica Cordel de Pavones,Frontón2 Pistas de baloncesto2 Pistas polideportivasMinibasket,"Metro: Valdebernardo. Bus: 8 , 71 , 130",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2eace1fffb1f5310VgnVCM2000000c205a0aRCRD,CORDEL DE PAVONES,CALLE,11,28032,1,CASCO H.VICALVARO,19,VICALVARO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
6345642,Instalación Deportiva Municipal Básica Cordel de Pavones I,1 Pista de tenis 4 Pistas de pádel 3 Tenis de mesa,"Metro: VicálvaroBus: 4 , 100 , 106 , 130",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b541c4c4222f5310VgnVCM2000000c205a0aRCRD,CORDEL DE PAVONES,CALLE,9,28032,,AMBROZ,,VICALVARO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
5935266,Instalación Deportiva Municipal Básica Corregidor Diego de Valderrábano,2 Pistas de baloncesto. 1 Pista de fútbol - sala,"Metro: Estrella. Bus: 8 , 20 , 30 , 32 , 113",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f796e6292bdd210VgnVCM1000000b205a0aRCRD,CORREGIDOR DIEGO DE VALDERRABANO,CALLE,24,28030,4,MEDIA LEGUA,14,MORATALAZ,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
5785030,Instalación Deportiva Municipal Básica Cuevas de Almanzora,Pista de mini basket Pista polideportiva Zona de calistenia,"Metro: Manoteras. Bus: 7 , 29 , 129",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=467ce76a0948a210VgnVCM2000000c205a0aRCRD,MOJACAR,CALLE,2,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4629952,Instalación Deportiva Municipal Básica Cuña Verde (Villaamil),2 Pistas de   baloncesto  2 Pistas polideportivas 3 Tenis de mesa,Metro: Valdezarza Bus: 128,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbf0dfd39c794110VgnVCM1000000b205a0aRCRD,VILLAAMIL C/V CAMINO DEL CHORRILLO,CALLE,90,28039,5,VALDEACEDERAS,6,TETUAN,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4669898,Instalación Deportiva Municipal Básica Cárcavas Oeste I,1 Pista de baloncesto,Bus: 87,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88018a43c67c5110VgnVCM1000000b205a0aRCRD,CARMEN RICO GODOY,CALLE,40,28055,6,VALDEFUENTES,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
6335547,Instalación Deportiva Municipal Básica Cárcavas Oeste II,1 Pista polideportiva,Bus: 87,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c65b0f74158c5310VgnVCM1000000b205a0aRCRD,SAN ANDRES DE RABANEDO,CALLE,1,28055,6,VALDEFUENTES,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
6309993,Instalación Deportiva Municipal Básica Daniel Casero Gómez (antiguo Sangenjo),Pista de baloncesto,"Metro: HERRERA ORIABus: 49, 67,125,178",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=76e6e08340d35310VgnVCM2000000c205a0aRCRD,SANGENJO,CALLE,42,28034,5,LA PAZ,8,FUENCARRAL-EL PARDO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4555783,Instalación Deportiva Municipal Básica David González Rubio - Pradolongo,2 Campos de fútbol 11 de césped artificial  2 Pistas polideportivas  1 Zona de calistenia,"Bus: 81 , 121",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=948631437ffd1110VgnVCM1000000b205a0aRCRD,DOCTOR TOLOSA LATOUR,CALLE,14,28026,7,PRADOLONGO,12,USERA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4566204,Instalación Deportiva Municipal Básica Dehesa del Príncipe,1 Pista de fútbol sala2 Pistas de petanca,"Bus: 39 , 139Metro: Cuatro VientosRenfe: Cuatro Vientos",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f06fd8cbe5d22110VgnVCM1000000b205a0aRCRD,ARQUEROS,AVENIDA,29,28024,5,CAMPAMENTO,10,LATINA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4554593,Instalación Deportiva Municipal Básica Diana,2 Pistas de baloncesto. 1 Pista de fútbol - sala,"Metro: Alameda de Osuna. Bus: 101 , 105 , 112 , 114 , 115 , 151",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c232ee4851bd1110VgnVCM1000000b205a0aRCRD,GALEON,CALLE,25,28042,1,ALAMEDA DE OSUNA,21,BARAJAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4549195,Instalación Deportiva Municipal Básica Doctor Cirajas,2 Pistas de baloncesto,"Metro: Ciudad Lineal , Pueblo NuevoBus: 4 , 38 , 48 , 70 , 105 , 109 , 109",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7eb59c02f6d91110VgnVCM1000000b205a0aRCRD,DOCTOR CIRAJAS,CALLE,3,28017,2,PUEBLO NUEVO,15,CIUDAD LINEAL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4543938,Instalación Deportiva Municipal Básica Doctor Vallejo-Nájera,1 Pista de baloncesto,"Metro: Acacias , Pirámides.Bus: 34 , 36 , 116 , 118 , 119.Renfe: Embajadores.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9f1e55ea6471110VgnVCM1000000b205a0aRCRD,GASOMETRO,CALLE,32,28005,2,ACACIAS,2,ARGANZUELA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4546560,Instalación Deportiva Municipal Básica Drácena,Pista de hockey sobre patines.,"Bus: 29 , 52 , 70 , 107.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=65c95f362cd81110VgnVCM1000000b205a0aRCRD,DRACENA,CALLE,42,28016,5,NUEVA ESPAÑA,5,CHAMARTIN,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
5716963,Instalación Deportiva Municipal Básica Duque de Sevilla,1 Pista de patinaje,"Metro: Cruz del RayoBus: 9 , 29 , 52 , 73 , C.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfd8516239129210VgnVCM1000000b205a0aRCRD,DUQUE DE SEVILLA,CALLE,1,28002,1,EL VISO,5,CHAMARTIN,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje
4547580,Instalación Deportiva Municipal Básica Echegaray,2 Pistas de baloncesto. 1 Pista de fútbol - sala,"Metro: PavonesBus: 8 , 20 , 30 , 32 , 71 , 100 , 140 , 142 , 144.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1986f30a37391110VgnVCM2000000c205a0aRCRD,ENCOMIENDA DE PALACIOS,CALLE,324,28030,1,PAVONES,14,MORATALAZ,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4584543,Instalación Deportiva Municipal Básica El Bosco,1 Pista de fútbol sala,"Bus: 63 , 141 , 143",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=39a4ed32dd2c2110VgnVCM1000000b205a0aRCRD,EL BOSCO,CALLE,14,28038,6,NUMANCIA,13,PUENTE DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4540585,Instalación Deportiva Municipal Básica El Bosque,1 Pista de fútbol sala,"Bus: 7 , 29 , 70 , 107",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe125696ed551110VgnVCM1000000b205a0aRCRD,GOLMAYO,PLAZA,17,28033,4,PINAR DEL REY,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
5785236,Instalación Deportiva Municipal Básica El Capricho I,1 Campo de fútbol (césped artificial)  1 Campo de fútbol 7,"Metro: El Capricho.Bus: 101 , 105 , 151.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57308be7ed48a210VgnVCM2000000c205a0aRCRD,ALAMEDA DE OSUNA,PASEO,48,28042,1,ALAMEDA DE OSUNA,21,BARAJAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4541995,Instalación Deportiva Municipal Básica El Cruce,2 Pistas polideportivas,"Metro: Villaverde Bajo CruceBus: 22 , 59 , 79 , 130",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d84cf0980a61110VgnVCM1000000b205a0aRCRD,SANTIAGO AMON,CALLE,6y8,28021,5,LOS ANGELES,17,VILLAVERDE,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4544044,Instalación Deportiva Municipal Básica El Espinillo I,1 Pista de patinaje,"Metro: Ciudad de los ÁngelesBus: 18 , 22 , 23 , 59 , 79 , 85 , 86 , 123",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b0169ef89471110VgnVCM1000000b205a0aRCRD,TERTULIA,CALLE,7,28041,4,LOS ROSALES,17,VILLAVERDE,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje
5695077,Instalación Deportiva Municipal Básica El Espinillo III,1 Pista de fútbol sala,"Metro: Ciudad de los ÁngelesBus: 18 , 22 , 23 , 59 , 79 , 85 , 86 , 123",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c81844c95c9b8210VgnVCM2000000c205a0aRCRD,UNANIMIDAD,CALLE,39,28041,4,LOS ROSALES,17,VILLAVERDE,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4527600,Instalación Deportiva Municipal Básica El Parque,1 Pista polideportiva,"Metro: Príncipe PíoBus: 25 , 33 , 39 , 41 , 46 , 75 , 138 , C.Renfe: Príncipe Pío",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6de7849491df0110VgnVCM1000000b205a0aRCRD,COMANDANTE FORTEA,PASEO,25,28008,1,CASA DE CAMPO,9,MONCLOA-ARAVACA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4541768,Instalación Deportiva Municipal Básica El Pedernoso - Parque de Villa Rosa - Paco Caño,2 Pistas de baloncesto 2 Tenis de mesa,"Metro: CanillasBus: 73 , 104 , 112 , 120",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ce8dec5c4961110VgnVCM1000000b205a0aRCRD,PEDROÑERAS (cubierta P.A.R.),CALLE,42,28043,3,CANILLAS,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4555915,Instalación Deportiva Municipal Básica El Torero,1 Pista de baloncesto 1 Pista de patinaje 1 Área de calistenia,"Metro: Usera. Bus: 23 , 55 , 60",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13562784040e1110VgnVCM1000000b205a0aRCRD,TORERO C/V CALLE ANTONIO LÓPEZ,CALLE,10,28026,5,MOSCARDO,12,USERA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje
4548146,Instalación Deportiva Municipal Básica El Vandel,1 Campo de fútbol 7 tierra1 Pista de baloncesto1 Pista de fútbol sala,"Bus: 30 , 100 , 140",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=18feabc170891110VgnVCM2000000c205a0aRCRD,FLORENCIO CANO CRISTOBAL,CALLE,9,28030,3,MARROQUINA,14,MORATALAZ,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
5567439,Instalación Deportiva Municipal Básica El Yesero,1 Pista polideportiva,"Bus: 54 , 58 , 103 , 142 , 143Renfe: Vallecas",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=274995356cd96210VgnVCM2000000c205a0aRCRD,EL YESERO,CALLE,1,28031,4,PALOMERAS SURESTE,13,PUENTE DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4557740,Instalación Deportiva Municipal Básica Electra,1 Pista de baloncesto 1 Pista polideportiva 2 Pistas de chito 1 Tenis de mesa,"Metro: Torre AriasBus: 28 , 77, 105 , 140 , 153",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=200b97fcc9ae1110VgnVCM1000000b205a0aRCRD,CRONOS,CALLE,65,28037,1,SIMANCAS,20,SAN BLAS-CANILLEJAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
6206528,Instalación Deportiva Municipal Básica Enrique Tierno Galván,Circuito de Footing,"Bus: 62 , 88 , 148",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b138d840e4623310VgnVCM2000000c205a0aRCRD,ENRIQUE TIERNO GALVAN,PARQUE,,,,,,DISTRITO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4629031,Instalación Deportiva Municipal Básica Eros,1 Pista de baloncesto,"Metro: Méndez ÁlvaroBus: 8 , 102 , 113 , 148 , 152Renfe: Méndez Álvaro",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcceaba3b9194110VgnVCM1000000b205a0aRCRD,EROS,CALLE,6,28045,4,LEGAZPI,2,ARGANZUELA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4557463,Instalación Deportiva Municipal Básica Esfinge,1 Pista de baloncesto1 Pista de fútbol sala14 Pistas de petanca8 Pistas de chito,"Metro: Torre AriasBus: 28 , 48 , 140 , 153",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e23950eb4ae1110VgnVCM1000000b205a0aRCRD,ESFINGE,CALLE,60,28022,7,CANILLEJAS,20,SAN BLAS-CANILLEJAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4540393,Instalación Deportiva Municipal Básica Esperanza I - Agrupación Deportiva Esperanza,1 Campo de fútbol 11 (césped artificial con 2 marcajes de F7.1 Pista de fútbol sala  (césped artificial).,"Metro: EsperanzaBus: 120 , 122.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=414fdc7deb551110VgnVCM1000000b205a0aRCRD,SILVANO,CALLE,65,28043,3,CANILLAS,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
5718683,Instalación Deportiva Municipal Básica Esperanza II,1 Pista polideportiva,"Metro: EsperanzaBus: 120 , 122.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b665f7513a629210VgnVCM1000000b205a0aRCRD,SILVANO,CALLE,61,28043,3,CANILLAS,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4528794,Instalación Deportiva Municipal Básica Estanque de las Tormentas,3 pistas de futbol sala 1 pista baloncesto 1 pista baloncesto 3x3 1 pista de voleibol 1 pista de patinaje,"Bus: 160 , 161 , I",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e33d50aa44301110VgnVCM1000000b205a0aRCRD,ARROYO DE POZUELO,CALLE,6,28023,7,ARAVACA,9,MONCLOA-ARAVACA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
5695803,Instalación Deportiva Municipal Básica Estefanita,1 Pista de patinaje,"Bus: 85 , 713.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cc6a9ca899ab8210VgnVCM2000000c205a0aRCRD,ESTEFANITA,CALLE,7,28021,3,BUTARQUE,17,VILLAVERDE,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje
4542884,Instalación Deportiva Municipal Básica Estíbaliz,1 Frontón corto,"Metro: Pinar del ReyBus: 9 , 72 , 87 , 120 , 125.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7faee49123f61110VgnVCM1000000b205a0aRCRD,ESTIBALIZ,CALLE,30,28043,4,PINAR DEL REY,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Frontones
4557842,Instalación Deportiva Municipal Básica Euterpe,1 Campo de Fútbol (césped artificial),Bus: 77,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b5e475944bae1110VgnVCM1000000b205a0aRCRD,EUTERPE,CALLE,1,28022,6,REJAS,20,SAN BLAS-CANILLEJAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
36401,Instalación Deportiva Municipal Básica Eva Duarte,2 Pistas de bolos y petanca 1 Pista de chito 2 Pistas de pádel 3 Pistas de polideportivas 2 Tenis de mesa,"Metro: Manuel Becerra , Ventas.Bus: 1 , 12 , 21 , 38 , 43 , 53 , 56 , 74 , 106 , 110 , 143 , 146 , 156 , 210 , C",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=015e0a47f441f010VgnVCM2000000c205a0aRCRD,DOCTOR GOMEZ ULLA,CALLE,9,28028,4,GUINDALERA,4,SALAMANCA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4556684,Instalación Deportiva Municipal Básica Evangelios-Almendrales,1 Pista polideportiva,"Metro: Almendrales. Bus: 6 , 18 , 22 , 23 , 59 , 76 , 78 , 79 , 85 , 86 , 123.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=362bfcab645e1110VgnVCM1000000b205a0aRCRD,EVANGELIOS,CALLE,4,28026,4,ALMENDRALES,12,USERA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
6310191,Instalación Deportiva Municipal Básica Fermín Caballero,6 Pistas de petanca2 Pistas de chito1 Pista de Patinaje,"Metro: Avda. de la IlustraciónBus: 127, 67",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7fc3b3737d35310VgnVCM2000000c205a0aRCRD,FERMIN CABALLERO,CALLE,88,28035,3,PEÑA GRANDE,8,FUENCARRAL-EL PARDO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4582808,Instalación Deportiva Municipal Básica Francisco Laguna,1 Pista de baloncesto 2 Pistas de fútbol sala 1 Pista de tenis de mesa,"Bus: 24 , 111 , 310 , 410",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a5ec69590db2110VgnVCM1000000b205a0aRCRD,FRANCISCO LAGUNA,CALLE,26,28053,2,SAN DIEGO,13,PUENTE DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
5870223,Instalación Deportiva Municipal Básica Francisco de Goya (antigua Mozart),1 Campo de fútbol 7,"Metro: Príncipe Pío.Bus: 25 , 33 , 39 , 41 , 46 , 62 , 75 , 138 , C.Renfe: Príncipe Pío.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3416f80f8de5c210VgnVCM1000000b205a0aRCRD,MOZART,INST. DEPORTIVA BASICA,,,,,,DISTRITO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4555896,Instalación Deportiva Municipal Básica Frontón Orcasitas,1 Pista de frontón corto,"Bus: 6 , 60 , 78 , 81 , 116 , 121 , 131Renfe: Orcasitas",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4e92784040e1110VgnVCM1000000b205a0aRCRD,RAFAELA YBARRA,AVENIDA,103,28041,1,ORCASITAS,12,USERA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Frontones
5922619,Instalación Deportiva Municipal Básica Frontón Polideportivo San Fermín,1 Frontón corto,"Metro: Hospital Doce de OctubreBus: 18 , 22 , 23 , 59 , 76 , 78 , 79 , 81 , 85 , 86 , 121 , 123.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf3908570f39d210VgnVCM2000000c205a0aRCRD,SAN MAXIMO,CALLE,10,28041,3,SAN FERMIN,12,USERA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Frontones
4557031,Instalación Deportiva Municipal Básica Frontón San Fermín,1 Pista de frontón corto,"Bus: 23 , 78 , 123",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd6a8d498a5e1110VgnVCM1000000b205a0aRCRD,DE PERALES,CAMINO,136,28041,3,SAN FERMIN,12,USERA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Frontones
4548581,Instalación Deportiva Municipal Básica Frontón Tudelillas,1 Pista de frontón corto,"Bus: 44 , 127 , 132",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=86121b40e9891110VgnVCM2000000c205a0aRCRD,PABLO IGLESIAS,AVENIDA,62,28039,1,BELLAS VISTAS,6,TETUAN,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Frontones
