PK,NOMBRE,EQUIPAMIENTO,TRANSPORTE,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,NUM,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,TIPO
4670017,Instalación Deportiva Municipal Básica Arequipa,2 Pistas de bolos y petanca,"Metro: Mar de Cristal. Bus: 87 , 104 , 112 , 120 , 125 , 172.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88e2d141f97c5110VgnVCM1000000b205a0aRCRD,AREQUIPA,CALLE,12,28043,3,CANILLAS,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4543757,Instalación Deportiva Municipal Básica Arganda,1 Pista de Fútbol-Sala,"Metro: Pirámides. Bus: 18 , 34 , 36 , 116 , 118 , 119. Renfe: Pirámides.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4cd10cd0d5471110VgnVCM1000000b205a0aRCRD,ARGANDA,CALLE,10,28005,2,ACACIAS,2,ARGANZUELA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4580352,Instalación Deportiva Municipal Básica Arjona,1 Campo de fútbol,"Metro: LagunaBus: 31 , 55 , 138 , 139.Renfe: Laguna.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=01aef0716c2b2110VgnVCM1000000b205a0aRCRD,CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN,CALLE,11,28047,3,LUCERO,10,LATINA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4548716,Instalación Deportiva Municipal Básica Arriaga,2 Pistas de baloncesto. 1 Pista de fútbol - sala,"Bus: 15 , 28 , 106 , 109 , 110 , 113",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=82f65e9248c91110VgnVCM1000000b205a0aRCRD,DAROCA,AVENIDA,95,28017,2,PUEBLO NUEVO,15,CIUDAD LINEAL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
6349189,Instalación Deportiva Municipal Básica Arroyo Belincoso,2 Pistas baloncesto1 Pista fúbol-sala,"Metro: Pavones, VinaterosBus: 20 , 30 , 32 , 71 , 100 , 140 , 142 , 144.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e812bcfa0b606310VgnVCM1000000b205a0aRCRD,DOCTOR GARCIA TAPIA,AVENIDA,76,28030,3,MARROQUINA,14,MORATALAZ,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4547664,Instalación Deportiva Municipal Básica Arroyo Fontarrón,Pista de fútbol sala,"Metro: PavonesBus: 8 , 20 , 30 , 54 , 63 , 71 , 100 , 140 , 142 , 144 , 145.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=06d0c9ba6f391110VgnVCM2000000c205a0aRCRD,ARROYO FONTARRON,CALLE,381,28030,1,PAVONES,14,MORATALAZ,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4549867,Instalación Deportiva Municipal Básica Arroyo Media Legua,1 Campo de fútbol2 Pistas de fútbol sala1 Pista de baloncesto,"Bus: 71 , 110 , 113 , 210",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=140a5e8f052a1110VgnVCM1000000b205a0aRCRD,ARROYO DE LA MEDIA LEGUA,INST. DEPORTIVA BASICA,,,,,,DISTRITO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4643501,Instalación Deportiva Municipal Básica Arroyo de Opañel,1 Pista polideportiva,"Metro: Plaza ElípticaBus: 55 , 60 , 116 , 155.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d06f941b73305110VgnVCM1000000b205a0aRCRD,ARROYO OPAÑEL,CALLE,12,28019,2,OPAÑEL,11,CARABANCHEL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4560369,Instalación Deportiva Municipal Básica Aster - Lirios,1 Pista de Fútbol-Sala,"Bus: 7 , 11 , 40 , 87",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=844fcc390c802110VgnVCM1000000b205a0aRCRD,ALFONSO XIII (posterior),AVENIDA,126,28016,4,HISPANOAMERICA,5,CHAMARTIN,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
5716920,Instalación Deportiva Municipal Básica Auditorio de Chamartín,Pista de baloncesto,"Metro: Cruz del RayoBus: 1 , 9 , 29 , 52 , 73.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f969f99d08129210VgnVCM1000000b205a0aRCRD,JOAQUIN RODRIGO,PLAZA,1,28002,,CIUDAD JARDIN,,CHAMARTIN,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4547666,Instalación Deportiva Municipal Básica Auditorio de Moratalaz,1 Pista de fútbol sala 2 Tenis de mesa,"Metro: PavonesBus: 8 , 20 , 30 , 32 , 71 , 100 , 140 , 142 , 144.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f36c9ba6f391110VgnVCM2000000c205a0aRCRD,HACIENDA DE PAVONES,CALLE,209,28030,6,VINATEROS,14,MORATALAZ,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4547674,Instalación Deportiva Municipal Básica Avenida Moratalaz M-30,1 Pista de patinaje1 Pista de baloncesto,"Metro: Estrella. Bus: 8 , 20 , 30 , 32 , 113",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=428ac1f812491110VgnVCM2000000c205a0aRCRD,RAMON ARECES,CALLE,1,28030,5,FONTARRON,14,MORATALAZ,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje
4542915,Instalación Deportiva Municipal Básica Avenida San Luis I,2 Tenis de mesa,"Metro: Hortaleza. Bus: 9 , 72 , 107 , 125 , 172",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a8bef12fa4f61110VgnVCM1000000b205a0aRCRD,SAN LUIS,AVENIDA,(frentealnº86),28033,4,PINAR DEL REY,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4548594,Instalación Deportiva Municipal Básica Avenida de Brasil,1 Pista de fútbol sala,"Metro: CuzcoBus: 5 , 27, 40, 126 , 147, 149",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=55851b40e9891110VgnVCM2000000c205a0aRCRD,BRASIL,AVENIDA,19,28020,3,CASTILLEJOS,6,TETUAN,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4541420,Instalación Deportiva Municipal Básica Ayacucho,1 Pista de baloncesto,"Metro: Mar de Cristal.Bus: 87 , 112 , 120 , 125 , 153 , 172.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fc5bca369a51110VgnVCM1000000b205a0aRCRD,NEVADO DEL RUIZ,CALLE,2,28033,4,PINAR DEL REY,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
11080873,Instalación Deportiva Municipal Básica Bacares (Rocódromo),Rocódromo Zona de calistenia,"Metro: ManoterasBus: 7 , 29 , 107 , 125 , 129",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1150d952c30de610VgnVCM1000001d4a900aRCRD,BACARES,CALLE,9,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4543101,Instalación Deportiva Municipal Básica Bacares (fútbol),1 Campo de fútbol-sala pavimentado1 Pista de voleibol1 Pista de minibaloncesto1 Pista de patinaje1 Pista de skate,"Metro: ManoterasBus: 7 , 29 , 107 , 125 , 129",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b9ed7874b8f61110VgnVCM1000000b205a0aRCRD,BACARES,CALLE,27,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4556115,Instalación Deportiva Municipal Básica Bahía de Santander II,1 Pista de fútbol sala,"Bus: 105 , 112 , 115 , 151.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=660c90270a0e1110VgnVCM1000000b205a0aRCRD,BAHIA DE SANTANDER,CALLE,64,28042,5,CORRALEJOS,21,BARAJAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4548713,Instalación Deportiva Municipal Básica Barceló,1 Pista polideportiva,"Metro: Tribunal , Alonso Martínez.Bus: 3 , 21 , 37 , 40 , 149",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5875169c57c91110VgnVCM2000000c205a0aRCRD,BARCELO,PLAZA,S/N,28004,4,JUSTICIA,1,CENTRO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4541265,Instalación Deportiva Municipal Básica Barrio El Querol - Spartac de Manoteras,1 Campo de fútbol 11 de césped artificial,"Bus: 7 , 29 , 129",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9509f65195a51110VgnVCM1000000b205a0aRCRD,TIJOLA,CALLE,1,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4561081,Instalación Deportiva Municipal Básica Barrio Goya,1 Campo de fútbol,"Bus: 17 , 25 , 50 , 119 , 138.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e904184a5b902110VgnVCM1000000b205a0aRCRD,SEPULVEDA,CALLE,9,28011,1,LOS CARMENES,10,LATINA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4547653,Instalación Deportiva Municipal Básica Barrio IV,2 Pistas baloncesto1 Pista fúbol-sala,"Metro: PavonesBus: 20 , 30 , 32 , 71 , 100 , 140 , 142 , 144.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=945663952e391110VgnVCM2000000c205a0aRCRD,LUIS DE HOYOS SAINZ,CALLE,150,28030,1,PAVONES,14,MORATALAZ,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4542627,Instalación Deportiva Municipal Básica Barrio de Las Cárcavas,Pista de skate,Bus: 87,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34eba9e48ae61110VgnVCM1000000b205a0aRCRD,MONTORO,CAMINO,4,28055,6,VALDEFUENTES,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
12030154,Instalación Deportiva Municipal Básica Barrio de Las Cárcavas- Aurora Redondo,Campo fútbol 11 césped artificial,Bus: 87,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce4c275562b88810VgnVCM2000001f4a900aRCRD,RAFAELA APARICIO,CALLE,3,28055,6,VALDEFUENTES,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
6308361,Instalación Deportiva Municipal Básica Barrio de Santa Ana - Andrés Navarrete,Campo de fútbol 11 (césped artificial). Campo de fútbol 7 (césped artificial). 2 pistas de bolos y petanca.,"Metro: FuencarralBus: 66 , 137",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f876d9359e735310VgnVCM2000000c205a0aRCRD,HOSPITALET DE LLOBREGAT,CALLE,11,28034,6,VALVERDE,8,FUENCARRAL-EL PARDO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4555292,Instalación Deportiva Municipal Básica Barrio del Aeropuerto,1 Campo de fútbol 1 Pista polideportiva (con marcajes de fútbol sala y baloncesto)2 Tenis de mesa,"Metro: El Capricho , Alameda de OsunaBus: 101 , 112 , 114 , 115 , 151",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=43ea70af27fd1110VgnVCM1000000b205a0aRCRD,MEDINA DE POMAR,CALLE,14,28042,2,AEROPUERTO,21,BARAJAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4549165,Instalación Deportiva Municipal Básica Baterías - Barrio Alegría,1 Pista de fútbol sala1 Pista de baloncesto1 Pista de patinaje,"Metro: Barrio de la Concepción Bus: 11 , 21 , 48 , 53 , 70 , 122 , 146",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d2677e116d91110VgnVCM1000000b205a0aRCRD,JUAN PÉREZ ZÚÑIGA,CALLE,s/n,28027,4,CONCEPCION,15,CIUDAD LINEAL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4642682,Instalación Deportiva Municipal Básica Belzunegui,1 Pista de baloncesto,"Metro: San Francisco , Pan Bendito.Bus: 47 , 108 , 118 , 121 , 131 , 155",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a6649adbecef4110VgnVCM1000000b205a0aRCRD,BELZUNEGUI,CALLE,,28025,5,PUERTA BONITA,11,CARABANCHEL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
52832,Instalación Deportiva Municipal Básica Boston,"1 Pista polideportiva cubierta (con marcajes de baloncesto, fútbol sala y balonmano)1 Tenis de Mesa","Metro: Parque de las AvenidasBus: 43 , 48 , 53 , 74",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9386395961e4f010VgnVCM2000000c205a0aRCRD,BOSTON,CALLE,1,28028,4,GUINDALERA,4,SALAMANCA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
5940746,Instalación Deportiva Municipal Básica Briviesca,2 Pista de baloncesto2 Pista de pádel,"Metro: Pinar de ChamartínBus: 29 , 125 , 129 , 150.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5cbb9256c6bed210VgnVCM1000000b205a0aRCRD,BRIVIESCA,CALLE,4,28033,9,COSTILLARES,15,CIUDAD LINEAL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPadel
4548441,Instalación Deportiva Municipal Básica Brujas,1 Pista de fútbol sala,"Metro: PavonesBus: 8 , 20 , 30 , 32 , 71 , 100 , 140 , 142 , 144.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a1a83dbd6891110VgnVCM2000000c205a0aRCRD,BRUJAS,CALLE,32,28030,1,PAVONES,14,MORATALAZ,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
6288965,Instalación Deportiva Municipal Básica Brunete,1 pista de baloncesto1 pista de fútbol-sala,Metro: Lacoma. Bus: 49,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1be011a8111d4310VgnVCM2000000c205a0aRCRD,BRUNETE,CALLE,1,28048,1,EL PARDO,8,FUENCARRAL-EL PARDO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4541536,Instalación Deportiva Municipal Básica Burgo de Osma,1 Pista polideportiva,"Bus: 7 , 29 , 70 , 107 , 125",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=46793331bca51110VgnVCM1000000b205a0aRCRD,BURGO DE OSMA,CALLE,5,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4546485,Instalación Deportiva Municipal Básica Burgos,7 Pistas de Pádel,"Metro: BambúBus: 80 , 129, 150, 174.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b781021e8d81110VgnVCM1000000b205a0aRCRD,BURGOS 18B,AVENIDA,,28036,6,CASTILLA,5,CHAMARTIN,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4527131,Instalación Deportiva Municipal Básica C. F. Nuestra Señora del Buen Camino,1 Campo de Fútbol (césped artificial),"Bus: 160 , 161 , I.Renfe: Aravaca",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8789e08dc3ee0110VgnVCM1000000b205a0aRCRD,RIO ZANCARA,GLORIETA,1,28023,7,ARAVACA,9,MONCLOA-ARAVACA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4663799,Instalación Deportiva Municipal Básica C.P. Aragón,1 Campo de fútbol 11 de césped artificial,"Metro: Miguel HernándezBus: 54 , 58 , 103 , 142 , 143 , 144",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cba58203c8485110VgnVCM1000000b205a0aRCRD,ANTONIO MAIRENA,CALLE,23,28038,4,PALOMERAS SURESTE,13,PUENTE DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4542012,Instalación Deportiva Municipal Básica Calanda,Pista de Chito,"Metro: EsperanzaBus: 73 , 120 , 122",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7132f9841a61110VgnVCM1000000b205a0aRCRD,CALANDA,CALLE,30,28043,3,CANILLAS,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
5940802,Instalación Deportiva Municipal Básica Caleruega,1 Pista de baloncesto,"Metro: Pinar de ChamartínBus: 29 , 125 , 129 , 150.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=be549256c6bed210VgnVCM1000000b205a0aRCRD,CALERUEGA,CALLE,52,28033,9,COSTILLARES,15,CIUDAD LINEAL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4545202,Instalación Deportiva Municipal Básica Camino Viejo de Leganés,1 Pista polideportiva,"Metro: AbrantesBus: 47 , 108 , 118",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c8cea3c8dd71110VgnVCM1000000b205a0aRCRD,CAMINO VIEJO DE LEGANES,CALLE,S/N,28025,5,PUERTA BONITA,11,CARABANCHEL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4542543,Instalación Deportiva Municipal Básica Campo de Fútbol San Martín de Porres,1 Campo de fútbol,"Bus: 17 , 25.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=417aa1c3a9e61110VgnVCM1000000b205a0aRCRD,ERMITA DEL SANTO,PASEO,S/N,28019,3,SAN ISIDRO,11,CARABANCHEL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4664929,Instalación Deportiva Municipal Básica Campo de Fútbol Tierra,1 Campo de fútbol,"Metro: Artilleros. Bus: 30 , 32 , 71",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4ba3fa5ace85110VgnVCM1000000b205a0aRCRD,DOCTOR GARCIA TAPIA,AVENIDA,113,28030,3,MARROQUINA,14,MORATALAZ,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
11386717,Instalación Deportiva Municipal Básica Campo de fútbol de la A. D. Orcasitas,1 Campo de fútbol 11 de césped artificial,"Bus: 6 , 60 , 131. Renfe: Orcasitas.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=94d96bdaa0149710VgnVCM1000001d4a900aRCRD,RAFAELA YBARRA,AVENIDA,119,28041,1,ORCASITAS,12,USERA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4549935,Instalación Deportiva Municipal Básica Canal de Panamá,1 Pista de fútbol sala,"Metro: Barrio de la ConcepciónBus: 11 , 21 , 48 , 53 , 122 , 146.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98bb6f91462a1110VgnVCM1000000b205a0aRCRD,CANAL DE PANAMA,CALLE,S/N,28027,5,SAN PASCUAL,15,CIUDAD LINEAL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4542086,Instalación Deportiva Municipal Básica Canillas - Club Deportivo Canillas,Campo de fútbol 11 de césped artificialPista de fútbol sala de césped artificial,"Metro: Pinar del ReyBus: 9 , 72 , 87",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=250cfb7f34a61110VgnVCM1000000b205a0aRCRD,AGUSTIN DE ITURBIDE,CALLE,1,28043,4,PINAR DEL REY,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4557688,Instalación Deportiva Municipal Básica Carlos II,1 Pista de baloncesto. 1 Pista de fútbol sala,"Bus: 38 , 48 , 140",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=225c77f0d8ae1110VgnVCM1000000b205a0aRCRD,CARLOS II,CALLE,4,28022,5,ROSAS,20,SAN BLAS-CANILLEJAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4583473,Instalación Deportiva Municipal Básica Carlos Solé,1 Pista de frontón corto 2 Pistas de pádel 2 Pistas de tenis,"Metro: Buenos Aires , Alto del ArenalBus: 54 , 57 , 58 , 103 , 136 , 141 , 143",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=75d200123edb2110VgnVCM1000000b205a0aRCRD,CARLOS SOLE,CALLE,19,28038,5,PORTAZGO,13,PUENTE DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasTenisBadminton
6349357,Instalación Deportiva Municipal Básica Carmen Amaya,1 Pista baloncesto1 Pista fúbol-sala,"Metro: PavonesBus: 20 , 30 , 32 , 71 , 100 , 140 , 142 , 144.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=50a72f68db606310VgnVCM1000000b205a0aRCRD,DOCTOR GARCIA TAPIA,AVENIDA,28-30,28030,3,MARROQUINA,14,MORATALAZ,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4659353,Instalación Deportiva Municipal Básica Caronte,1 Pista polideportiva,"Metro: Marqués de Vadillo , UrgelBus: 34 , 35 , 118 , 119",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=683881f05ba65110VgnVCM1000000b205a0aRCRD,CARONTE,CALLE,4,28019,3,SAN ISIDRO,11,CARABANCHEL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4540143,Instalación Deportiva Municipal Básica Carril del Conde,1 Pista de fútbol sala,"Metro: Arturo SoriaBus: 9 , 11 , 70 , 72 , 73 , 120 , 122.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb5cbab638551110VgnVCM1000000b205a0aRCRD,"CARRIL DEL CONDE C/V CALLE DEL PUERTO REAL, 7",CALLE,,28043,3,CANILLAS,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4542523,Instalación Deportiva Municipal Básica Carrión de los Condes,2 Pistas de petanca,"Metro: ManoterasBus: 7 , 29 , 107 , 125 , 129",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e31bfdaa18e61110VgnVCM1000000b205a0aRCRD,TEMPLARIOS,PLAZA,4,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
5870186,Instalación Deportiva Municipal Básica Casa Campo,1 Pista de baloncesto,Metro: Lago.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=139cf80f8de5c210VgnVCM1000000b205a0aRCRD,CASA DE CAMPO,PARQUE,s/n,28011,1,CASA DE CAMPO,9,MONCLOA-ARAVACA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
