Identificador_Dirección,Número_de_Distrito,Calle,Tipo de Vía
750027150,6,RUE DE L'ECOLE DE MEDECINE,RUE
750022903,5,RUE DE L'ECOLE POLYTECHNIQUE,RUE
750015614,19,RUE DE L'EGALITE,RUE
750110729,15,RUE DE L'EGLISE,RUE
750036027,8,RUE DE L'ELYSEE,RUE
750088560,20,RUE DE L'ELYSEE MENILMONTANT,RUE
750156585,14,RUE DE L'EMPEREUR JULIEN,RUE
750156589,14,RUE DE L'EMPEREUR VALENTINIEN,RUE
750015756,19,RUE DE L'ENCHEVAL,RUE
750023010,5,RUE DE L'EPEE DE BOIS,RUE
750027170,6,RUE DE L'EPERON,RUE
750015779,19,RUE DE L'EQUERRE,RUE
750166188,20,RUE DE L'ERMITAGE,RUE
750015811,19,RUE DE L'ESCAUT,RUE
750069518,13,RUE DE L'ESPERANCE,RUE
750023036,5,RUE DE L'ESSAI,RUE
750088803,20,RUE DE L'EST,RUE
750023055,5,RUE DE L'ESTRAPADE,RUE
750134062,17,RUE DE L'ETOILE,RUE
750101161,14,RUE DE L'EURE,RUE
750078997,18,RUE DE L'EVANGILE,RUE
750031453,7,RUE DE L'EXPOSITION,RUE
750112876,15,RUE DE L'HARMONIE,RUE
750027587,6,RUE DE L'HIRONDELLE,RUE
750047599,10,RUE DE L'HOPITAL SAINT-LOUIS,RUE
750023685,5,RUE DE L'HOTEL COLBERT,RUE
750010580,4,RUE DE L'HOTEL DE VILLE,RUE
750010608,4,RUE DE L'HOTEL SAINT-PAUL,RUE
750090274,20,RUE DE L'INDRE,RUE
750155111,13,RUE DE L'INDUSTRIE,RUE
750112964,15,RUE DE L'INGENIEUR ROBERT KELLER,RUE
750016973,19,RUE DE L'INSPECTEUR ALLES,RUE
750070428,13,RUE DE L'INTERNE LOEB,RUE
750036894,8,RUE DE L'ISLY,RUE
750028509,6,RUE DE L'ODEON,RUE
750161020,19,RUE DE L'OISE,RUE
750172096,18,RUE DE L'OLIVE,RUE
750001631,1,RUE DE L'ORATOIRE,RUE
750054605,11,RUE DE L'ORILLON,RUE
750146003,19,RUE DE L'ORME,RUE
750104087,14,RUE DE L'OUEST,RUE
750019236,19,RUE DE L'OURCQ,RUE
750033836,7,RUE DE L'UNIVERSITE,RUE
750130532,16,RUE DE L'YVETTE,RUE
750003289,2,RUE DE LA BANQUE,RUE
750156617,18,RUE DE LA BARRIERE BLANCHE,RUE
750009534,4,RUE DE LA BASTILLE,RUE
750037021,8,RUE DE LA BAUME,RUE
750143652,20,RUE DE LA BIDASSOA,RUE
750035144,8,RUE DE LA BIENFAISANCE,RUE
750076029,18,RUE DE LA BONNE,RUE
750037160,8,RUE DE LABORDE,RUE
750040330,9,RUE DE LA BOULE ROUGE,RUE
750003460,2,RUE DE LA BOURSE,RUE
750058537,12,RUE DE LA BRECHE AUX LOUPS,RUE
750179983,14,RUE DE LA BRIQUETERIE,RUE
750022182,5,RUE DE LA BUCHERIE,RUE
750067283,13,RUE DE LA BUTTE AUX CAILLES,RUE
750108692,15,RUE DE LA CAVALERIE,RUE
750009906,4,RUE DE LA CERISAIE,RUE
750030799,7,RUE DE LA CHAISE,RUE
750156694,18,RUE DE LA CHAPELLE,RUE
750077124,18,RUE DE LA CHARBONNIERE,RUE
750040825,9,RUE DE LA CHAUSSEE D'ANTIN,RUE
750087634,20,RUE DE LA CHINE,RUE
750010011,4,RUE DE LA CITE,RUE
750100014,14,RUE DE LA CITE UNIVERSITAIRE,RUE
750022545,5,RUE DE LA CLEF,RUE
750185002,19,RUE DE LA CLOTURE,RUE
750022663,5,RUE DE LA COLLEGIALE,RUE
750158202,4,RUE DE LA COLOMBE,RUE
750165171,13,RUE DE LA COLONIE,RUE
750031095,7,RUE DE LA COMETE,RUE
750183281,18,RUE DE LA CONCERTATION,RUE
750109311,15,RUE DE LA CONVENTION,RUE
750006950,3,RUE DE LA CORDERIE,RUE
750014773,19,RUE DE LA CORREZE,RUE
750000511,1,RUE DE LA COSSONNERIE,RUE
750165537,20,RUE DE LA COUR DES NOUES,RUE
750010076,4,RUE DE LA COUTELLERIE,RUE
750140619,17,RUE DE LA CRECHE,RUE
750051612,11,RUE DE LA CROIX FAUBIN,RUE
750164149,13,RUE DE LA CROIX JARRY,RUE
750077899,18,RUE DE LA CROIX MOREAU,RUE
750109835,15,RUE DE LA CROIX NIVERT,RUE
750088019,20,RUE DE LA CROIX SAINT-SIMON,RUE
750121196,16,RUE DE LA CURE,RUE
750088313,20,RUE DE LA DHUIS,RUE
750088425,20,RUE DE LA DUEE,RUE
750158843,12,RUE DE LA DURANCE,RUE
750122419,16,RUE DE LA FAISANDERIE,RUE
750155097,15,RUE DE LA FEDERATION,RUE
750134160,17,RUE DE LA FELICITE,RUE
750000735,1,RUE DE LA FERRONNERIE,RUE
750047265,10,RUE DE LA FIDELITE,RUE
750052297,11,RUE DE LA FOLIE-MERICOURT,RUE
750052400,11,RUE DE LA FOLIE-REGNAULT,RUE
750069681,13,RUE DE LA FONTAINE A MULARD,RUE
750052534,11,RUE DE LA FONTAINE AU ROI,RUE
750079177,18,RUE DE LA FONTAINE DU BUT,RUE
750161707,11,RUE DE LA FORGE ROYALE,RUE
750016344,19,RUE DE LA FRATERNITE,RUE
750157536,14,RUE DE LA GAITE,RUE
750144102,19,RUE DE LA GARE,RUE
750061165,12,RUE DE LA GARE DE REUILLY,RUE
750142634,18,RUE DE LAGHOUAT,RUE
750069927,13,RUE DE LA GLACIERE,RUE
750090766,20,RUE DE LAGNY,RUE
750154563,18,RUE DE LA GOUTTE D'OR,RUE
750027366,6,RUE DE LA GRANDE CHAUMIERE,RUE
750000801,1,RUE DE LA GRANDE TRUANDERIE,RUE
750047352,10,RUE DE LA GRANGE AUX BELLES,RUE
750041798,9,RUE DE LA GRANGE BATELIERE,RUE
750016641,19,RUE DE LA GRENADE,RUE
750079653,18,RUE DE LA GUADELOUPE,RUE
750165058,19,RUE DE LA HAIE COQ,RUE
750023581,5,RUE DE LA HARPE,RUE
750023707,5,RUE DE LA HUCHETTE,RUE
750169167,20,RUE DELAITRE,RUE
750142613,17,RUE DE LA JONQUIERE,RUE
750004372,2,RUE DE LA JUSSIENNE,RUE
750090664,20,RUE DE LA JUSTICE,RUE
750061859,12,RUE DE LA LANCETTE,RUE
750150209,7,RUE DE LA LEGION D'HONNEUR,RUE
750102702,14,RUE DE LA LEGION ETRANGERE,RUE
750017642,19,RUE DE LA LIBERTE,RUE
750001072,1,RUE DE LA LINGERIE,RUE
750081058,18,RUE DE LA LOUISIANE,RUE
750004531,2,RUE DE LA LUNE,RUE
750165793,18,RUE DE LA MADONE,RUE
750053731,11,RUE DE LA MAIN D'OR,RUE
750071655,13,RUE DE LA MAISON BLANCHE,RUE
750125542,16,RUE DE LA MANUTENTION,RUE
750146275,20,RUE DE LA MARE,RUE
750177160,19,RUE DE LA MARNE,RUE
750018383,19,RUE DE LA MARSEILLAISE,RUE
750081421,18,RUE DE LA MARTINIQUE,RUE
750100427,14,RUE DELAMBRE,RUE
750018714,19,RUE DE LA MEURTHE,RUE
750004385,2,RUE DE LA MICHODIERE,RUE
750162564,18,RUE DE LA MIRE,RUE
750126138,16,RUE DE LA MISSION MARCHAND,RUE
750001322,1,RUE DE LA MONNAIE,RUE
750115217,15,RUE DE LA MONTAGNE D'AULAS,RUE
750115245,15,RUE DE LA MONTAGNE DE L'ESPEROU,RUE
750115291,15,RUE DE LA MONTAGNE DE LA FAGE,RUE
750024389,5,RUE DE LA MONTAGNE SAINTE-GENEVIEVE,RUE
750146774,19,RUE DE LA MOSELLE,RUE
750065195,12,RUE DE LA NATIVITE,RUE
750142517,10,RUE DE LANCRY,RUE
750038419,8,RUE DE LA NEVA,RUE
750113760,15,RUE DE LANGEAC,RUE
750023919,5,RUE DE LANNEAU,RUE
750062760,12,RUE DE LA NOUVELLE-CALEDONIE,RUE
750005039,2,RUE DE LA PAIX,RUE
750024666,5,RUE DE LA PARCHEMINERIE,RUE
750038588,8,RUE DE LA PEPINIERE,RUE
750007896,3,RUE DE LA PERLE,RUE
750127447,16,RUE DE LA PETITE ARCHE,RUE
750054952,11,RUE DE LA PETITE PIERRE,RUE
750001707,1,RUE DE LA PETITE TRUANDERIE,RUE
750055156,11,RUE DE LA PIERRE LEVEE,RUE
750093632,20,RUE DE LA PLAINE,RUE
750032157,7,RUE DE LA PLANCHE,RUE
750146063,13,RUE DE LA POINTE D'IVRY,RUE
750127837,16,RUE DE LA POMPE,RUE
750116241,15,RUE DE LA PORTE D'ISSY,RUE
750172756,13,RUE DE LA POTERNE DES PEUPLIERS,RUE
750146251,11,RUE DE LAPPE,RUE
750097536,11,RUE DE LA PRESENTATION,RUE
750019819,19,RUE DE LA PREVOYANCE,RUE
750116361,15,RUE DE LA PROCESSION,RUE
750073353,13,RUE DE LA PROVIDENCE,RUE
750094053,20,RUE DE LA PY,RUE
750073515,13,RUE DE LA REINE BLANCHE,RUE
750038849,8,RUE DE LA RENAISSANCE,RUE
750094769,20,RUE DE LA REUNION,RUE
750001003,1,RUE DE LA REYNIE,RUE
750042495,9,RUE DE LA ROCHEFOUCAULD,RUE
750055905,11,RUE DE LA ROQUETTE,RUE
750116623,15,RUE DE LA ROSIERE,RUE
750146879,14,RUE DE LA SABLIERE,RUE
750143943,15,RUE DE LA SAIDA,RUE
750105674,14,RUE DE LA SANTE,RUE
750105716,14,RUE DE LA SAONE,RUE
750163949,19,RUE DE LA SOLIDARITE,RUE
750025776,5,RUE DE LA SORBONNE,RUE
750129125,16,RUE DE LA SOURCE,RUE
750001024,1,RUE DE LA SOURDIERE,RUE
750124639,16,RUE DE LASTEYRIE,RUE
750012123,4,RUE DE LA TACHERIE,RUE
750139518,17,RUE DE LA TERRASSE,RUE
750106087,14,RUE DE LA TOMBE ISSOIRE,RUE
750129704,16,RUE DE LA TOUR,RUE
750044253,9,RUE DE LA TOUR DES DAMES,RUE
750024002,5,RUE DE LATRAN,RUE
750037225,8,RUE DE LA TREMOILLE,RUE
750044345,9,RUE DE LA TRINITE,RUE
750178722,12,RUE DE LA VEGA,RUE
750012366,4,RUE DE LA VERRERIE,RUE
750044482,9,RUE DE LA VICTOIRE,RUE
750159138,8,RUE DE LA VILLE L'EVEQUE,RUE
750006266,2,RUE DE LA VILLE NEUVE,RUE
750021400,19,RUE DE LA VILLETTE,RUE
750074859,13,RUE DE LA VISTULE,RUE
750065026,12,RUE DE LA VOUTE,RUE
750100476,14,RUE DELBET,RUE
750010786,4,RUE DE LESDIGUIERES,RUE
750091013,20,RUE DE LESSEPS,RUE
750015350,19,RUE DELESSEUX,RUE
750136565,17,RUE DE LEVIS,RUE
750154826,12,RUE DE LIBOURNE,RUE
750037307,8,RUE DE LIEGE,RUE
750032368,7,RUE DE LILLE,RUE
750037405,8,RUE DE LISBONNE,RUE
750010809,4,RUE DE LOBAU,RUE
750136641,17,RUE DE LOGELBACH,RUE
750164159,8,RUE DE LONDRES,RUE
750125193,16,RUE DE LONGCHAMP,RUE
750017836,19,RUE DE LORRAINE,RUE
750125231,16,RUE DE LOTA,RUE
750114669,15,RUE DE LOURMEL,RUE
750015368,19,RUE DELOUVAIN,RUE
750004506,2,RUE DE LOUVOIS,RUE
750166324,19,RUE DELPHINE SEYRIG,RUE
750125391,16,RUE DE LUBECK,RUE
750017910,19,RUE DE LUNEVILLE,RUE
750010842,4,RUE DE LUTECE,RUE
750032475,7,RUE DE LUYNES,RUE
750062122,12,RUE DE LYON,RUE
750062172,12,RUE DE MADAGASCAR,RUE
750037555,8,RUE DE MADRID,RUE
750125442,16,RUE DE MAGDEBOURG,RUE
750018117,19,RUE DE MAGENTA,RUE
750146274,11,RUE DE MALTE,RUE
750001232,1,RUE DE MARENGO,RUE
750037802,8,RUE DE MARIGNAN,RUE
750150022,2,RUE DE MARIVAUX,RUE
750046283,10,RUE DEMARQUAY,RUE
750048464,10,RUE DE MARSEILLE,RUE
750032567,7,RUE DE MARTIGNAC,RUE
750042925,9,RUE DE MAUBEUGE,RUE
750048551,10,RUE DE MAZAGRAN,RUE
750018636,19,RUE DE MEAUX,RUE
750028069,6,RUE DE MEDICIS,RUE
750091915,20,RUE DE MENILMONTANT,RUE
750037955,8,RUE DE MESSINE,RUE
750048589,10,RUE DE METZ,RUE
750028087,6,RUE DE MEZIERES,RUE
750042977,9,RUE DE MILAN,RUE
750024231,5,RUE DE MIRBEL,RUE
750038029,8,RUE DE MIROMESNIL,RUE
750043050,9,RUE DE MOGADOR,RUE
750137063,17,RUE DE MONBEL,RUE
750038155,8,RUE DE MONCEAU,RUE
750001311,1,RUE DE MONDOVI,RUE
750115336,15,RUE DE MONTEBELLO,RUE
750141823,12,RUE DE MONTEMPOIVRE,RUE
750137120,17,RUE DE MONTENOTTE,RUE
750171947,16,RUE DE MONTEVIDEO,RUE
750028179,6,RUE DE MONTFAUCON,RUE
750043132,9,RUE DE MONTHOLON,RUE
750147813,11,RUE DE MONT-LOUIS,RUE
750151337,3,RUE DE MONTMORENCY,RUE
750001510,1,RUE DE MONTPENSIER,RUE
750054046,11,RUE DE MONTREUIL,RUE
750032642,7,RUE DE MONTTESSUY,RUE
750043151,9,RUE DE MONTYON,RUE
750038296,8,RUE DE MOSCOU,RUE
750012719,4,RUE DE MOUSSY,RUE
750018928,19,RUE DE MOUZAIA,RUE
750004904,2,RUE DE MULHOUSE,RUE
750126726,16,RUE DE MUSSET,RUE
750048607,10,RUE DE NANCY,RUE
750018994,19,RUE DE NANTES,RUE
750166719,8,RUE DE NAPLES,RUE
750184874,7,RUE DE NARBONNE,RUE
750043194,9,RUE DE NAVARIN,RUE
750024597,5,RUE DE NAVARRE,RUE
750054331,11,RUE DE NEMOURS,RUE
750028311,6,RUE DE NESLE,RUE
750028328,6,RUE DE NEVERS,RUE
750054414,11,RUE DE NICE,RUE
750133530,17,RUE DENIS POISSON,RUE
750126868,16,RUE DE NOISIEL,RUE
750171344,20,RUE DE NOISY LE SEC,RUE
750007653,3,RUE DE NORMANDIE,RUE
750165099,20,RUE DENOYEZ,RUE
750133551,17,RUE DEODAT DE SEVERAC,RUE
750019259,19,RUE DE PALESTINE,RUE
750005051,2,RUE DE PALESTRO,RUE
750092815,20,RUE DE PALI-KAO,RUE
750082892,18,RUE DE PANAMA,RUE
750048695,10,RUE DE PARADIS,RUE
750100571,14,RUE DEPARCIEUX,RUE
750043300,9,RUE DE PARME,RUE
750127107,16,RUE DE PASSY,RUE
750072762,13,RUE DE PATAY,RUE
750038558,8,RUE DE PENTHIEVRE,RUE
750104252,14,RUE DE PERCEVAL,RUE
750019330,19,RUE DE PERIGUEUX,RUE
750137783,17,RUE DE PHALSBOURG,RUE
750007928,3,RUE DE PICARDIE,RUE
750063018,12,RUE DE PICPUS,RUE
750104507,14,RUE DE PLAISANCE,RUE
750116067,15,RUE DE PLELO,RUE
750024865,5,RUE DE POISSY,RUE
750032862,7,RUE DE POITIERS,RUE
750007980,3,RUE DE POITOU,RUE
750127663,16,RUE DE POMEREU,RUE
750063217,12,RUE DE POMMARD,RUE
750156375,15,RUE DE PONDICHERY,RUE
750138062,17,RUE DE PONT A MOUSSON,RUE
750038692,8,RUE DE PONTHIEU,RUE
750024952,5,RUE DE PONTOISE,RUE
750005351,2,RUE DE PORT-MAHON,RUE
750073307,13,RUE DE POUY,RUE
750063347,12,RUE DE PRAGUE,RUE
750127971,16,RUE DE PRESBOURG,RUE
750116270,15,RUE DE PRESLES,RUE
750138394,17,RUE DE PRONY,RUE
750043472,9,RUE DE PROVENCE,RUE
750025095,5,RUE DE QUATREFAGES,RUE
750063409,12,RUE DE RAMBERVILLERS,RUE
750063436,12,RUE DE RAMBOUILLET,RUE
750178961,13,RUE DE REIMS,RUE
750128539,16,RUE DE REMUSAT,RUE
750028894,6,RUE DE RENNES,RUE
750161744,12,RUE DE REUILLY,RUE
750005540,2,RUE DE RICHELIEU,RUE
750073542,13,RUE DE RICHEMONT,RUE
750157540,14,RUE DE RIDDER,RUE
750038879,8,RUE DE RIGNY,RUE
750002019,1,RUE DE RIVOLI,RUE
750049142,10,RUE DE ROCROY,RUE
750002118,1,RUE DE ROHAN,RUE
750020217,19,RUE DE ROMAINVILLE,RUE
750039075,8,RUE DE ROME,RUE
750020285,19,RUE DE ROUEN,RUE
750073617,13,RUE DE RUNGIS,RUE
750075195,18,RUE DES ABBESSES,RUE
750138717,17,RUE DE SABLONVILLE,RUE
750130735,17,RUE DES ACACIAS,RUE
750128760,16,RUE DE SAIGON,RUE
750073642,13,RUE DE SAINTE-HELENE,RUE
750138854,17,RUE DE SAINT-MARCEAUX,RUE
750008545,3,RUE DE SAINTONGE,RUE
750037282,8,RUE DE SAINT-PETERSBOURG,RUE
750049310,10,RUE DE SAINT-QUENTIN,RUE
750138982,17,RUE DE SAINT-SENOCH,RUE
750033353,7,RUE DE SAINT-SIMON,RUE
750110108,15,RUE DESAIX,RUE
750012982,19,RUE DES ALOUETTES,RUE
750085867,20,RUE DES AMANDIERS,RUE
750049364,10,RUE DE SAMBRE-ET-MEUSE,RUE
750075299,18,RUE DES AMIRAUX,RUE
750158676,5,RUE DES ANGLAIS,RUE
750013185,19,RUE DES ANNELETS,RUE
750163999,17,RUE DES APENNINS,RUE
750098848,14,RUE DES ARBUSTES,RUE
750006431,3,RUE DES ARCHIVES,RUE
750013320,19,RUE DES ARDENNES,RUE
750021893,5,RUE DES ARENES,RUE
750051767,11,RUE DESARGUES,RUE
750006466,3,RUE DES ARQUEBUSIERS,RUE
750098899,14,RUE DES ARTISTES,RUE
750121368,16,RUE DESAUGIERS,RUE
750139168,17,RUE DE SAUSSURE,RUE
750148076,20,RUE DE SAVIES,RUE
750029388,6,RUE DE SAVOIE,RUE
750086374,20,RUE DES BALKANS,RUE
750009521,4,RUE DES BARRES,RUE
750131303,17,RUE DES BATIGNOLLES,RUE
750119560,16,RUE DES BAUCHES,RUE
750026399,6,RUE DES BEAUX-ARTS,RUE
750119708,16,RUE DES BELLES FEUILLES,RUE
750107775,15,RUE DES BERGERS,RUE
750156577,14,RUE DES BERGES HENNEQUINES,RUE
750021957,5,RUE DES BERNARDINS,RUE
750009664,4,RUE DES BLANCS MANTEAUX,RUE
750050617,11,RUE DES BLUETS,RUE
750014117,19,RUE DES BOIS,RUE
750000237,1,RUE DES BONS ENFANTS,RUE
750022063,5,RUE DES BOULANGERS,RUE
750050668,11,RUE DES BOULETS,RUE
750000303,1,RUE DES BOURDONNAIS,RUE
750165581,13,RUE DES CADETS DE LA FRANCE LIBRE,RUE
750099710,14,RUE DES CAMELIAS,RUE
750026591,6,RUE DES CANETTES,RUE
750153412,2,RUE DES CAPUCINES,RUE
750022355,5,RUE DES CARMES,RUE
750164236,19,RUE DES CARRIERES D'AMERIQUE,RUE
750022835,5,RUE DESCARTES,RUE
750164836,20,RUE DES CASCADES,RUE
750087340,20,RUE DES CENDRIERS,RUE
750142386,15,RUE DES CEVENNES,RUE
750162234,5,RUE DES CHANTIERS,RUE
750009954,4,RUE DES CHANTRES,RUE
750026666,6,RUE DES CHARTREUX,RUE
750014466,19,RUE DES CHAUFOURNIERS,RUE
750014524,19,RUE DES CHEMINETS,RUE
750182774,18,RUE DES CHEMINOTS,RUE
750156387,4,RUE DE SCHOMBERG,RUE
750141632,13,RUE DES CINQ DIAMANTS,RUE
750026823,6,RUE DES CISEAUX,RUE
750077725,18,RUE DES CLOYS,RUE
750132994,17,RUE DES COLONELS RENARD,RUE
750003924,2,RUE DES COLONNES,RUE
750178556,12,RUE DES COLONNES DU TRONE,RUE
750133591,17,RUE DESCOMBES,RUE
750068470,13,RUE DES CORDELIERES,RUE
750144404,12,RUE DESCOS,RUE
750077820,18,RUE DES COTTAGES,RUE
750087901,20,RUE DES COURONNES,RUE
750006971,3,RUE DES COUTURES SAINT-GERVAIS,RUE
750133284,17,RUE DES DAMES,RUE
750133362,17,RUE DES DARDANELLES,RUE
750000626,1,RUE DES DECHARGEURS,RUE
750004029,2,RUE DES DEGRES,RUE
750068949,13,RUE DES DEUX AVENUES,RUE
750000641,1,RUE DES DEUX BOULES,RUE
750046353,10,RUE DES DEUX GARES,RUE
750010110,4,RUE DES DEUX PONTS,RUE
750184003,20,RUE DES DOCTEURS AUGUSTA ET JULES DEJERINE,RUE
750015493,19,RUE DES DUNES,RUE
750121807,16,RUE DES EAUX,RUE
750046522,10,RUE DES ECLUSES SAINT-MARTIN,RUE
750022936,5,RUE DES ECOLES,RUE
750010138,4,RUE DES ECOUFFES,RUE
750029474,6,RUE DE SEINE,RUE
750139274,17,RUE DE SENLIS,RUE
750111071,15,RUE DES ENTREPRENEURS,RUE
750141514,20,RUE DES ENVIERGES,RUE
750134017,17,RUE DES EPINETTES,RUE
750012075,4,RUE DE SEVIGNE,RUE
750029585,6,RUE DE SEVRES,RUE
750044152,9,RUE DE SEZE,RUE
750111465,15,RUE DES FAVORITES,RUE
750128971,16,RUE DE SFAX,RUE
750134184,17,RUE DES FERMIERS,RUE
750150013,19,RUE DES FETES,RUE
750023133,5,RUE DES FEUILLANTINES,RUE
750007116,3,RUE DES FILLES DU CALVAIRE,RUE
750004152,2,RUE DES FILLES SAINT-THOMAS,RUE
750079133,18,RUE DES FILLETTES,RUE
750061079,12,RUE DES FONDS VERTS,RUE
750007145,3,RUE DES FONTAINES DU TEMPLE,RUE
750004163,2,RUE DES FORGES,RUE
750023178,5,RUE DES FOSSES SAINT-BERNARD,RUE
750023218,5,RUE DES FOSSES SAINT-JACQUES,RUE
750023233,5,RUE DES FOSSES SAINT-MARCEL,RUE
750089114,20,RUE DES FOUGERES,RUE
750007185,3,RUE DES FRANCS BOURGEOIS,RUE
750069772,13,RUE DES FRERES D'ASTIER DE LA VIGERIE,RUE
750089171,20,RUE DES FRERES FLAVIEN,RUE
750163384,15,RUE DES FRERES MORANE,RUE
750122802,16,RUE DES FRERES PERIER,RUE
750161409,13,RUE DES FRIGOS,RUE
750079396,18,RUE DES GARDES,RUE
750089514,20,RUE DES GATINES,RUE
750031162,7,RUE DESGENETTES,RUE
750155581,20,RUE DES GLAIEULS,RUE
750070076,13,RUE DES GLYCINES,RUE
750070141,13,RUE DES GOBELINS,RUE
750052790,11,RUE DES GONCOURT,RUE
750027412,6,RUE DES GRANDS AUGUSTINS,RUE
750089691,20,RUE DES GRANDS CHAMPS,RUE
750023516,5,RUE DES GRANDS DEGRES,RUE
750158735,13,RUE DES GRANDS MOULINS,RUE
750007313,3,RUE DES GRAVILLIERS,RUE
750010435,4,RUE DES GUILLEMITES,RUE
750156719,20,RUE DES HAIES,RUE
750150713,1,RUE DES HALLES,RUE
750007359,3,RUE DES HAUDRIETTES,RUE
750070244,13,RUE DES HAUTES FORMES,RUE
750010516,4,RUE DES HOSPITALIERES SAINT-GERVAIS,RUE
750128983,16,RUE DE SIAM,RUE
750052937,11,RUE DES IMMEUBLES INDUSTRIELS,RUE
750000888,1,RUE DES INNOCENTS,RUE
750088267,20,RUE DESIREE,RUE
750078302,18,RUE DESIRE RUGGIERI,RUE
750173080,13,RUE DES IRIS,RUE
750023736,5,RUE DES IRLANDAIS,RUE
750079867,18,RUE DES ISLETTES,RUE
750180950,9,RUE DES ITALIENS,RUE
750061653,12,RUE DES JARDINIERS,RUE
750010631,4,RUE DES JARDINS SAINT-PAUL,RUE
750004350,2,RUE DES JEUNEURS,RUE
750102374,14,RUE DES JONQUILLES,RUE
750010726,4,RUE DES JUGES CONSULS,RUE
750001058,1,RUE DES LAVANDIERES SAINTE-OPPORTUNE,RUE
750017683,19,RUE DES LILAS,RUE
750010801,4,RUE DES LIONS SAINT-PAUL,RUE
750071554,13,RUE DES LISERONS,RUE
750010821,4,RUE DES LOMBARDS,RUE
750141915,13,RUE DES LONGUES RAIES,RUE
750165035,20,RUE DES LYANES,RUE
750024143,5,RUE DES LYONNAIS,RUE
750152703,12,RUE DES MACONNAIS,RUE
750150729,13,RUE DES MALMAISONS,RUE
750091459,20,RUE DES MARAICHERS,RUE
750171319,19,RUE DES MARCHAIS,RUE
750062204,12,RUE DES MARGUETTES,RUE
750103235,14,RUE DES MARINIERS,RUE
750160601,13,RUE DES MARMOUSETS,RUE
750091629,20,RUE DES MARONITES,RUE
750161725,16,RUE DES MARRONNIERS,RUE
750042821,9,RUE DES MARTYRS,RUE
750037841,8,RUE DES MATHURINS,RUE
750010899,4,RUE DES MAUVAIS GARCONS,RUE
750048571,10,RUE DES MESSAGERIES,RUE
750062378,12,RUE DES MEUNIERS,RUE
750018744,19,RUE DES MIGNOTTES,RUE
750007546,3,RUE DES MINIMES,RUE
750137004,17,RUE DES MOINES,RUE
750092058,20,RUE DES MONTIBOEUFS,RUE
750164051,15,RUE DES MORILLONS,RUE
750001597,1,RUE DES MOULINS,RUE
750092306,20,RUE DES MURIERS,RUE
750359903,11,RUE DES NANETTES,RUE
750010997,4,RUE DES NONNAINS D'HYERES,RUE
750110218,15,RUE DESNOUETTES,RUE
750084843,18,RUE DE SOFIA,RUE
750007748,3,RUE DES OISEAUX,RUE
750020875,19,RUE DE SOISSONS,RUE
750033633,7,RUE DE SOLFERINO,RUE
750129090,16,RUE DE SONTAY,RUE
750072507,13,RUE DES ORCHIDEES,RUE
750164113,1,RUE DES ORFEVRES,RUE
750092600,20,RUE DES ORMEAUX,RUE
750092726,20,RUE DES ORTEAUX,RUE
750005132,2,RUE DES PANORAMAS,RUE
750147073,20,RUE DES PANOYAUX,RUE
750092945,20,RUE DES PARTANTS,RUE
750024717,5,RUE DES PATRIARCHES,RUE
750127140,16,RUE DES PATURES,RUE
750169101,20,RUE DES PAVILLONS,RUE
750155146,16,RUE DES PERCHAMPS,RUE
750162207,15,RUE DES PERICHAUX,RUE
750151765,10,RUE DES PETITES ECURIES,RUE
750005168,2,RUE DES PETITS CARREAUX,RUE
750001721,1,RUE DES PETITS CHAMPS,RUE
750048861,10,RUE DES PETITS HOTELS,RUE
750005232,2,RUE DES PETITS PERES,RUE
750072944,13,RUE DES PEUPLIERS,RUE
750065457,12,RUE DES PIROGUES DE BERCY,RUE
750104603,14,RUE DES PLANTES,RUE
750093793,20,RUE DES PLATRIERES,RUE
750179282,18,RUE DES POISSONNIERS,RUE
750028581,6,RUE DES POITEVINS,RUE
750083594,18,RUE DES PORTES BLANCHES,RUE
750098029,20,RUE DES PRAIRIES,RUE
750001807,1,RUE DES PRECHEURS,RUE
750001820,1,RUE DES PRETRES SAINT-GERMAIN L'AUXERROIS,RUE
750025059,5,RUE DES PRETRES SAINT-SEVERIN,RUE
750100643,14,RUE DESPREZ,RUE
750001827,1,RUE DES PROUVAIRES,RUE
750147077,20,RUE DES PRUNIERS,RUE
750001858,1,RUE DES PYRAMIDES,RUE
750094216,20,RUE DES PYRENEES,RUE
750008042,3,RUE DES QUATRE FILS,RUE
750162231,15,RUE DES QUATRE FRERES PEIGNOT,RUE
750028614,6,RUE DES QUATRE VENTS,RUE
750094585,20,RUE DES RASSELINS,RUE
750179726,20,RUE DE SREBRENICA,RUE
750048993,10,RUE DES RECOLLETS,RUE
750073381,13,RUE DES RECULETTES,RUE
750094635,20,RUE DES REGLISES,RUE
750133594,17,RUE DES RENAUDES,RUE
750094991,20,RUE DES RIGOLES,RUE
750156251,20,RUE DES RONDEAUX,RUE
750095109,20,RUE DES RONDONNEAUX,RUE
750084243,18,RUE DES ROSES,RUE
750167415,4,RUE DES ROSIERS,RUE
750128717,16,RUE DES SABLONS,RUE
750029301,6,RUE DES SAINTS-PERES,RUE
750084684,18,RUE DES SAULES,RUE
750039244,8,RUE DES SAUSSAIES,RUE
750020566,19,RUE DES SEPT ARPENTS,RUE
750020931,19,RUE DES SOLITAIRES,RUE
750105901,14,RUE DES SUISSES,RUE
750056815,11,RUE DES TAILLANDIERS,RUE
